predictor_label,term,cuisine_group,cuisine_label,k_models,consensus_mean,consensus_median,q025,q975,p_pos,p_neg,cred_status
Global Citizen Identity,cosmo_global_c,Subaltern,Native American,2,0.08106689808668036,0.08099353000000001,0.008797527375000004,0.15589202354166667,0.986,0.014,Credibly Positive (≥ 95% Mass)
Global Citizen Identity,cosmo_global_c,Subaltern,Nigerian,2,0.054522727224040356,0.0538782,-0.012675848499999993,0.12220183999999999,0.945625,0.054375,Spans Zero (< 95% Mass)
Global Citizen Identity,cosmo_global_c,Subaltern,Pakistani,2,0.0360262836347016,0.03616190333333333,-0.030849274333333333,0.10268213349999998,0.85825,0.14175,Spans Zero (< 95% Mass)
Friendship Network Diversity,network_diversity_c,Consecrated,French,1,0.00749761647191425,0.006829941666666665,-0.06692017041666666,0.08114743625,0.57275,0.42725,Spans Zero (< 95% Mass)
Friendship Network Diversity,network_diversity_c,Consecrated,Japanese,1,0.00101725683966,-7.141666666671959e-6,-0.06832007958333333,0.07355928333333335,0.5,0.5,Spans Zero (< 95% Mass)
Friendship Network Diversity,network_diversity_c,Consecrated,Swedish,1,0.077725556877565,0.0775450575,0.009693876666666662,0.14697541041666667,0.98675,0.01325,Credibly Positive (≥ 95% Mass)
Friendship Network Diversity,network_diversity_c,Intermediate,Italian,1,0.12608635547991,0.12550661666666668,0.05679110708333333,0.20167938083333334,0.99975,2.5e-4,Credibly Positive (≥ 95% Mass)
Friendship Network Diversity,network_diversity_c,Intermediate,Korean,1,0.0241281876754,0.023835265833333334,-0.043108328541666664,0.09393520658333336,0.75,0.25,Spans Zero (< 95% Mass)
Friendship Network Diversity,network_diversity_c,Intermediate,Lebanese,1,0.0599876727900925,0.0596577152,-0.008136355291666666,0.1285239575,0.9575,0.0425,Credibly Positive (≥ 95% Mass)
Friendship Network Diversity,network_diversity_c,Intermediate,Moroccan,1,0.045662150695985,0.04569340000000001,-0.023246647049999996,0.11537656000000002,0.90125,0.09875,Spans Zero (< 95% Mass)
Friendship Network Diversity,network_diversity_c,Intermediate,Peruvian,1,0.045781996554325,0.04508002833333333,-0.021490939499999997,0.11790285541666667,0.90175,0.09825,Spans Zero (< 95% Mass)
Friendship Network Diversity,network_diversity_c,Intermediate,Vietnamese,1,0.056916855902215,0.056237585,-0.011197585750000003,0.12714539083333334,0.9475,0.0525,Spans Zero (< 95% Mass)
Friendship Network Diversity,network_diversity_c,Subaltern,Ethiopian,1,0.04620741676286,0.04600531666666667,-0.024036450125,0.11832479666666666,0.903,0.097,Spans Zero (< 95% Mass)
Friendship Network Diversity,network_diversity_c,Subaltern,Jamaican,1,0.072181802533455,0.07194600333333334,0.0030404258333333375,0.14243620099999998,0.97925,0.02075,Credibly Positive (≥ 95% Mass)
Friendship Network Diversity,network_diversity_c,Subaltern,Mexican,1,0.084475061428635,0.08446374166666668,0.014312703875000008,0.1578592529166667,0.99075,0.00925,Credibly Positive (≥ 95% Mass)
Friendship Network Diversity,network_diversity_c,Subaltern,Native American,1,0.14725793688366,0.14745241250000002,0.07495785458333334,0.22261631583333338,1,0,Credibly Positive (≥ 95% Mass)
Friendship Network Diversity,network_diversity_c,Subaltern,Nigerian,1,0.04947085719921,0.04955239166666667,-0.021719812208333335,0.12345179833333335,0.91475,0.08525,Spans Zero (< 95% Mass)
Friendship Network Diversity,network_diversity_c,Subaltern,Pakistani,1,0.04893389732689775,0.04864686666666666,-0.021180925466666663,0.12185198158333337,0.9125,0.0875,Spans Zero (< 95% Mass)
