domain,domain_label,threshold,threshold_label,re,re_label,model_file,term_raw,term,label,domain_group,param_type,transition,median,mean,sd,q025,q05,q95,q975,p_gt_0,p_lt_0
practices,Dining Practices,relaxed,Relaxed CS,ri,Random Intercepts,hier_practices_relaxed_ri.rds,b_gend.fWoman,gend.fWoman,Gender: Woman,Demographics,scalar,global,-0.175538,-0.17638690551375,0.05799251257500675,-0.29156744999999995,-0.27292874999999994,-0.081763655,-0.06572077749999997,7.5e-4,0.99925
practices,Dining Practices,relaxed,Relaxed CS,ri,Random Intercepts,hier_practices_relaxed_ri.rds,b_gend.fNonbinaryDOther,gend.fNonbinaryDOther,Gender: Nonbinary / Other,Demographics,scalar,global,-0.331475,-0.338136853065,0.2644907351628175,-0.867057925,-0.78336225,0.08565930499999955,0.15728405000000034,0.0975,0.9025
practices,Dining Practices,relaxed,Relaxed CS,ri,Random Intercepts,hier_practices_relaxed_ri.rds,b_race.fAsian,race.fAsian,Ethnoracial: Asian,Ethnoracial Identification,scalar,global,-0.046703,-0.045403048074825,0.12009750477500933,-0.27939062500000006,-0.2414092,0.15625604999999998,0.19778675000000004,0.3385,0.6615
practices,Dining Practices,relaxed,Relaxed CS,ri,Random Intercepts,hier_practices_relaxed_ri.rds,b_race.fBlack,race.fBlack,Ethnoracial: Black,Ethnoracial Identification,scalar,global,-0.030522149999999998,-0.0287725789289975,0.08427175326479698,-0.18326024999999999,-0.16441350000000002,0.11546789999999969,0.14422180000000004,0.3625,0.6375
practices,Dining Practices,relaxed,Relaxed CS,ri,Random Intercepts,hier_practices_relaxed_ri.rds,b_race.fHispanic,race.fHispanic,Ethnoracial: Hispanic / Latino,Ethnoracial Identification,scalar,global,-0.0018479299999999998,-0.00237419336305,0.1181790458131873,-0.2268607,-0.19570554999999998,0.19144794999999998,0.22895887500000006,0.49325,0.50675
practices,Dining Practices,relaxed,Relaxed CS,ri,Random Intercepts,hier_practices_relaxed_ri.rds,b_race.fMixedOther,race.fMixedOther,Ethnoracial: Mixed Other,Ethnoracial Identification,scalar,global,-0.1728515,-0.1728724997707,0.17204339328681606,-0.5045695250000001,-0.45886815,0.10855024999999999,0.16029955,0.15825,0.84175
practices,Dining Practices,relaxed,Relaxed CS,ri,Random Intercepts,hier_practices_relaxed_ri.rds,b_race.fMixedWhite,race.fMixedWhite,Ethnoracial: Mixed White,Ethnoracial Identification,scalar,global,-0.2242245,-0.223187702240475,0.10427804324931474,-0.419726675,-0.38829420000000003,-0.0452575950000001,-0.008131293749999989,0.02225,0.97775
practices,Dining Practices,relaxed,Relaxed CS,ri,Random Intercepts,hier_practices_relaxed_ri.rds,bcs_educ_c_avg,educ_c,Educational Attainment,Cultural Capital,cs_average,mean_1_6,0.0573979275,0.057246000614377915,0.03494554637835586,-0.012959125958333336,-0.0026741883666666602,0.1137085558333333,0.12562893333333336,0.942,0.058
practices,Dining Practices,relaxed,Relaxed CS,ri,Random Intercepts,hier_practices_relaxed_ri.rds,bcs_peduc_c_avg,peduc_c,Parental Education,Cultural Capital,cs_average,mean_1_6,-0.035286808333333336,-0.036233123597548336,0.03450930544879936,-0.10787101666666667,-0.09416571791666667,0.017234022499999984,0.027348524291666666,0.1435,0.8565
practices,Dining Practices,relaxed,Relaxed CS,ri,Random Intercepts,hier_practices_relaxed_ri.rds,bcs_arts_c_avg,arts_c,Childhood Arts Socialization,Cultural Capital,cs_average,mean_1_6,-0.07978911666666666,-0.08126635633896083,0.03375082424177792,-0.14692343624999998,-0.136229285,-0.026427691666666708,-0.01549774158333331,0.0085,0.9915
practices,Dining Practices,relaxed,Relaxed CS,ri,Random Intercepts,hier_practices_relaxed_ri.rds,bcs_social_c_avg,social_c,Social Conservatism,Ideology,cs_average,mean_1_6,0.15120899999999998,0.15009279898017167,0.04811243943925977,0.05784483250000001,0.06960697250000002,0.2282077183333333,0.24488156833333335,0.999,0.001
practices,Dining Practices,relaxed,Relaxed CS,ri,Random Intercepts,hier_practices_relaxed_ri.rds,bcs_economic_c_avg,economic_c,Economic Conservatism,Ideology,cs_average,mean_1_6,-0.03125542083333333,-0.03072314782835958,0.04931014984429978,-0.12280224083333334,-0.11020582766666667,0.0502501483333333,0.0668846658333334,0.2705,0.7295
practices,Dining Practices,relaxed,Relaxed CS,ri,Random Intercepts,hier_practices_relaxed_ri.rds,bcs_fancy_rest_c_avg,fancy_rest_c,Fine Dining Frequency,Dining & Arts Practices,cs_average,mean_1_6,0.11764040083333333,0.11893709323874874,0.038329812174008944,0.04598774791666667,0.057844602499999995,0.18418956499999997,0.19516578291666667,0.99975,2.5e-4
practices,Dining Practices,relaxed,Relaxed CS,ri,Random Intercepts,hier_practices_relaxed_ri.rds,bcs_fast_food_c_avg,fast_food_c,Fast Food Frequency,Dining & Arts Practices,cs_average,mean_1_6,0.04363851666666667,0.04358031349615625,0.030428030457118803,-0.015897170166666665,-0.006374695999999999,0.09386479416666667,0.1021640875,0.92,0.08
practices,Dining Practices,relaxed,Relaxed CS,ri,Random Intercepts,hier_practices_relaxed_ri.rds,bcs_highbrow_arts_c_avg,highbrow_arts_c,Adult Highbrow Arts Attendance,Dining & Arts Practices,cs_average,mean_1_6,0.10177485833333333,0.10084238897370833,0.0375858881183684,0.02470236375,0.03678754716666667,0.16031392749999998,0.17136214458333338,0.99525,0.00475
practices,Dining Practices,strict,Strict (Equal Slopes),rs,Crossed Random Slopes,hier_practices_strict_rs.rds,b_educ_c,educ_c,Educational Attainment,Cultural Capital,scalar,global,0.05338255,0.05337752323125,0.0351351023166355,-0.0155574725,-0.004773978,0.11260999999999997,0.12622760000000002,0.9345,0.0655
practices,Dining Practices,strict,Strict (Equal Slopes),rs,Crossed Random Slopes,hier_practices_strict_rs.rds,b_peduc_c,peduc_c,Parental Education,Cultural Capital,scalar,global,-0.0192912,-0.019743223910025,0.03256492979851757,-0.081715115,-0.072670755,0.034366439999999984,0.0436675375,0.273,0.727
practices,Dining Practices,strict,Strict (Equal Slopes),rs,Crossed Random Slopes,hier_practices_strict_rs.rds,b_arts_c,arts_c,Childhood Arts Socialization,Cultural Capital,scalar,global,-0.0935583,-0.092605395122,0.03262055705924639,-0.15461165000000002,-0.14503844999999999,-0.03850569000000001,-0.029575837499999993,7.5e-4,0.99925
practices,Dining Practices,strict,Strict (Equal Slopes),rs,Crossed Random Slopes,hier_practices_strict_rs.rds,b_fancy_rest_c,fancy_rest_c,Fine Dining Frequency,Dining & Arts Practices,scalar,global,0.09011335000000001,0.088968367070775,0.04208862392591576,0.00495475275,0.017694915000000002,0.1562764,0.169533575,0.982,0.018
practices,Dining Practices,strict,Strict (Equal Slopes),rs,Crossed Random Slopes,hier_practices_strict_rs.rds,b_fast_food_c,fast_food_c,Fast Food Frequency,Dining & Arts Practices,scalar,global,0.02860895,0.028644102743025,0.029877776652855372,-0.03085957,-0.021992225,0.077947545,0.08724634750000002,0.83575,0.16425
practices,Dining Practices,strict,Strict (Equal Slopes),rs,Crossed Random Slopes,hier_practices_strict_rs.rds,b_highbrow_arts_c,highbrow_arts_c,Adult Highbrow Arts Attendance,Dining & Arts Practices,scalar,global,0.1409125,0.1404119927375,0.0371554228340173,0.0690171375,0.07945708,0.19970025,0.21141192500000003,0.99975,2.5e-4
practices,Dining Practices,strict,Strict (Equal Slopes),rs,Crossed Random Slopes,hier_practices_strict_rs.rds,b_social_c,social_c,Social Conservatism,Ideology,scalar,global,0.108639,0.108289735520625,0.046533365663117124,0.0205455525,0.03185046,0.1837982,0.19843765,0.991,0.009
practices,Dining Practices,strict,Strict (Equal Slopes),rs,Crossed Random Slopes,hier_practices_strict_rs.rds,b_economic_c,economic_c,Economic Conservatism,Ideology,scalar,global,3.383905e-4,8.918197619367499e-4,0.04750640490038093,-0.0911565425,-0.075742085,0.077253795,0.09041865750000001,0.5045,0.4955
practices,Dining Practices,strict,Strict (Equal Slopes),rs,Crossed Random Slopes,hier_practices_strict_rs.rds,b_income_c,income_c,Household Income,Demographics,scalar,global,0.00158795,0.0018687268612750001,0.033028530782165104,-0.0603054425,-0.05123824,0.05538023999999999,0.0684484275000001,0.51975,0.48025
practices,Dining Practices,strict,Strict (Equal Slopes),rs,Crossed Random Slopes,hier_practices_strict_rs.rds,b_age_c,age_c,Age,Demographics,scalar,global,-0.0284084,-0.028045166942225,0.02934171302968412,-0.08605351750000001,-0.076604565,0.020915814999999914,0.030753000000000006,0.1635,0.8365
practices,Dining Practices,strict,Strict (Equal Slopes),rs,Crossed Random Slopes,hier_practices_strict_rs.rds,b_gend.fWoman,gend.fWoman,Gender: Woman,Demographics,scalar,global,-0.16638750000000002,-0.16534207347,0.05690986809844082,-0.27426385000000003,-0.25881855,-0.07226334500000003,-0.050244252499999996,7.5e-4,0.99925
practices,Dining Practices,strict,Strict (Equal Slopes),rs,Crossed Random Slopes,hier_practices_strict_rs.rds,b_gend.fNonbinaryDOther,gend.fNonbinaryDOther,Gender: Nonbinary / Other,Demographics,scalar,global,-0.28868249999999995,-0.28920580526225,0.2625922326028886,-0.797432675,-0.7218592999999999,0.14700799999999997,0.22788310000000003,0.13425,0.86575
practices,Dining Practices,strict,Strict (Equal Slopes),rs,Crossed Random Slopes,hier_practices_strict_rs.rds,b_race.fAsian,race.fAsian,Ethnoracial: Asian,Ethnoracial Identification,scalar,global,-0.0677989,-0.0716507817527025,0.1286100003648906,-0.327172325,-0.28253265000000005,0.1334352,0.17193832500000003,0.2995,0.7005
practices,Dining Practices,strict,Strict (Equal Slopes),rs,Crossed Random Slopes,hier_practices_strict_rs.rds,b_race.fBlack,race.fBlack,Ethnoracial: Black,Ethnoracial Identification,scalar,global,-0.026112700000000003,-0.025848913444,0.08767664779754956,-0.19085229999999997,-0.1638433,0.12447419999999998,0.15229087500000005,0.378,0.622
practices,Dining Practices,strict,Strict (Equal Slopes),rs,Crossed Random Slopes,hier_practices_strict_rs.rds,b_race.fHispanic,race.fHispanic,Ethnoracial: Hispanic / Latino,Ethnoracial Identification,scalar,global,0.008095295,0.00876048304447375,0.11964473054379104,-0.227610725,-0.188198,0.20414429999999992,0.251040475,0.524,0.476
practices,Dining Practices,strict,Strict (Equal Slopes),rs,Crossed Random Slopes,hier_practices_strict_rs.rds,b_race.fMixedOther,race.fMixedOther,Ethnoracial: Mixed Other,Ethnoracial Identification,scalar,global,-0.1817945,-0.18556142322975,0.1742563796857611,-0.5234209500000001,-0.4733050999999999,0.09622761999999999,0.1505833000000001,0.142,0.858
practices,Dining Practices,strict,Strict (Equal Slopes),rs,Crossed Random Slopes,hier_practices_strict_rs.rds,b_race.fMixedWhite,race.fMixedWhite,Ethnoracial: Mixed White,Ethnoracial Identification,scalar,global,-0.237444,-0.236307790467425,0.10044370768316088,-0.43681682499999996,-0.40209175,-0.07174286000000009,-0.04382088249999999,0.00875,0.99125
practices,Dining Practices,relaxed,Relaxed CS,rs,Crossed Random Slopes,hier_practices_relaxed_rs.rds,b_income_c,income_c,Household Income,Demographics,scalar,global,0.005640040000000001,0.00537042939,0.033091730881646415,-0.0598330875,-0.048622345,0.05996218499999998,0.06982524500000001,0.56475,0.43525
practices,Dining Practices,relaxed,Relaxed CS,rs,Crossed Random Slopes,hier_practices_relaxed_rs.rds,b_age_c,age_c,Age,Demographics,scalar,global,-0.027068349999999998,-0.026989833932875,0.03268038330299242,-0.09188258,-0.080578885,0.02702391499999999,0.037260005000000006,0.20125,0.79875
practices,Dining Practices,relaxed,Relaxed CS,rs,Crossed Random Slopes,hier_practices_relaxed_rs.rds,b_gend.fWoman,gend.fWoman,Gender: Woman,Demographics,scalar,global,-0.182914,-0.18209622796575,0.05701737162417857,-0.29165672499999995,-0.2741787,-0.08744573500000011,-0.06999386249999998,0,1
practices,Dining Practices,relaxed,Relaxed CS,rs,Crossed Random Slopes,hier_practices_relaxed_rs.rds,b_gend.fNonbinaryDOther,gend.fNonbinaryDOther,Gender: Nonbinary / Other,Demographics,scalar,global,-0.368996,-0.3674912384975,0.26914750345992877,-0.878072725,-0.80787145,0.0786637099999998,0.15761875000000025,0.08675,0.91325
practices,Dining Practices,relaxed,Relaxed CS,rs,Crossed Random Slopes,hier_practices_relaxed_rs.rds,b_race.fAsian,race.fAsian,Ethnoracial: Asian,Ethnoracial Identification,scalar,global,-0.05733855,-0.057321995314175,0.12503090281487697,-0.3064708,-0.26253215,0.14416149999999994,0.17917312500000002,0.33125,0.66875
practices,Dining Practices,relaxed,Relaxed CS,rs,Crossed Random Slopes,hier_practices_relaxed_rs.rds,b_race.fBlack,race.fBlack,Ethnoracial: Black,Ethnoracial Identification,scalar,global,-0.03208105,-0.032132012257125,0.09000930688019244,-0.208677,-0.18252929999999998,0.11679504999999998,0.14657200000000004,0.3665,0.6335
practices,Dining Practices,relaxed,Relaxed CS,rs,Crossed Random Slopes,hier_practices_relaxed_rs.rds,b_race.fHispanic,race.fHispanic,Ethnoracial: Hispanic / Latino,Ethnoracial Identification,scalar,global,-0.003890815,-0.00471761928115,0.12554113774817738,-0.2553361,-0.21155569999999999,0.19686299999999998,0.23782535000000005,0.48475,0.51525
practices,Dining Practices,relaxed,Relaxed CS,rs,Crossed Random Slopes,hier_practices_relaxed_rs.rds,b_race.fMixedOther,race.fMixedOther,Ethnoracial: Mixed Other,Ethnoracial Identification,scalar,global,-0.175581,-0.17780520592995,0.1731177193663147,-0.5234915749999999,-0.47395705,0.09865546999999969,0.1486074,0.14825,0.85175
practices,Dining Practices,relaxed,Relaxed CS,rs,Crossed Random Slopes,hier_practices_relaxed_rs.rds,b_race.fMixedWhite,race.fMixedWhite,Ethnoracial: Mixed White,Ethnoracial Identification,scalar,global,-0.222989,-0.222988704348,0.1049620829672367,-0.4318683,-0.39984460000000005,-0.05064485500000026,-0.020211557499999974,0.0175,0.9825
practices,Dining Practices,relaxed,Relaxed CS,rs,Crossed Random Slopes,hier_practices_relaxed_rs.rds,bcs_educ_c_avg,educ_c,Educational Attainment,Cultural Capital,cs_average,mean_1_6,0.06045169166666667,0.060982555722179164,0.037592438221894744,-0.014270567541666663,-7.181654999999983e-4,0.12462657399999999,0.13709591166666668,0.9475,0.0525
practices,Dining Practices,relaxed,Relaxed CS,rs,Crossed Random Slopes,hier_practices_relaxed_rs.rds,bcs_peduc_c_avg,peduc_c,Parental Education,Cultural Capital,cs_average,mean_1_6,-0.04079293333333333,-0.04082295177055625,0.03523063979118248,-0.11037377000000001,-0.09876575666666668,0.015677145333333312,0.027974216625000003,0.12125,0.87875
practices,Dining Practices,relaxed,Relaxed CS,rs,Crossed Random Slopes,hier_practices_relaxed_rs.rds,bcs_arts_c_avg,arts_c,Childhood Arts Socialization,Cultural Capital,cs_average,mean_1_6,-0.0862527675,-0.08682127158094584,0.03354674665906182,-0.15581972,-0.143192513,-0.03131920962500002,-0.019774361124999987,0.00425,0.99575
practices,Dining Practices,relaxed,Relaxed CS,rs,Crossed Random Slopes,hier_practices_relaxed_rs.rds,bcs_social_c_avg,social_c,Social Conservatism,Ideology,cs_average,mean_1_6,0.1688100505,0.16795757528329167,0.05145722463402127,0.06559219109166667,0.08339063583333335,0.25309635999999996,0.26477886916666665,0.9995,5e-4
practices,Dining Practices,relaxed,Relaxed CS,rs,Crossed Random Slopes,hier_practices_relaxed_rs.rds,bcs_economic_c_avg,economic_c,Economic Conservatism,Ideology,cs_average,mean_1_6,-0.03470901333333333,-0.0353958054842675,0.049846004470918887,-0.13337126124999998,-0.11905156908333334,0.04767897666666665,0.06302790708333335,0.23075,0.76925
practices,Dining Practices,relaxed,Relaxed CS,rs,Crossed Random Slopes,hier_practices_relaxed_rs.rds,bcs_fancy_rest_c_avg,fancy_rest_c,Fine Dining Frequency,Dining & Arts Practices,cs_average,mean_1_6,0.125178485,0.12517036076149,0.04009998986910552,0.047579392375,0.059476393833333335,0.1905339058333333,0.20476636916666668,1,0
practices,Dining Practices,relaxed,Relaxed CS,rs,Crossed Random Slopes,hier_practices_relaxed_rs.rds,bcs_fast_food_c_avg,fast_food_c,Fast Food Frequency,Dining & Arts Practices,cs_average,mean_1_6,0.046093275,0.04577893461300542,0.031802046325014724,-0.018732276541666662,-0.007130052166666667,0.09720995916666667,0.10500923208333333,0.921,0.079
practices,Dining Practices,relaxed,Relaxed CS,rs,Crossed Random Slopes,hier_practices_relaxed_rs.rds,bcs_highbrow_arts_c_avg,highbrow_arts_c,Adult Highbrow Arts Attendance,Dining & Arts Practices,cs_average,mean_1_6,0.10223754166666668,0.10141320858189358,0.045897265734493285,0.009802646249999996,0.025346253333333343,0.17595696166666663,0.18746479400000005,0.98625,0.01375
dispositions,Food Taste Disp,strict,Strict (Equal Slopes),ri,Random Intercepts,hier_dispositions_strict_ri.rds,b_educ_c,educ_c,Educational Attainment,Cultural Capital,scalar,global,0.11624899999999999,0.1173748063225,0.03575983196765772,0.05024832,0.05976497,0.17726725,0.18942892500000003,0.99975,2.5e-4
dispositions,Food Taste Disp,strict,Strict (Equal Slopes),ri,Random Intercepts,hier_dispositions_strict_ri.rds,b_peduc_c,peduc_c,Parental Education,Cultural Capital,scalar,global,-0.019493,-0.0196214361527875,0.03235953665095251,-0.082578895,-0.07441458999999999,0.03307592999999992,0.042444615000000026,0.2705,0.7295
dispositions,Food Taste Disp,strict,Strict (Equal Slopes),ri,Random Intercepts,hier_dispositions_strict_ri.rds,b_arts_c,arts_c,Childhood Arts Socialization,Cultural Capital,scalar,global,-0.02628375,-0.0255931980174275,0.03165684987080975,-0.0874114725,-0.077368955,0.026889679999999982,0.039270887500000004,0.2085,0.7915
dispositions,Food Taste Disp,strict,Strict (Equal Slopes),ri,Random Intercepts,hier_dispositions_strict_ri.rds,b_social_c,social_c,Social Conservatism,Ideology,scalar,global,0.129042,0.12964750645,0.0462855407505668,0.039606640000000005,0.05572345,0.20720105,0.220946375,0.99875,0.00125
dispositions,Food Taste Disp,strict,Strict (Equal Slopes),ri,Random Intercepts,hier_dispositions_strict_ri.rds,b_economic_c,economic_c,Economic Conservatism,Ideology,scalar,global,-0.01193205,-0.01271385585165,0.04669744052165818,-0.10614855000000001,-0.09046160499999999,0.06253712999999997,0.07500415250000002,0.40375,0.59625
dispositions,Food Taste Disp,strict,Strict (Equal Slopes),ri,Random Intercepts,hier_dispositions_strict_ri.rds,b_taste_authentic_c,taste_authentic_c,Dispositions: Exotic / Authentic,Taste Dispositions,scalar,global,-0.08478905,-0.0841291339846,0.030480674301667347,-0.141601675,-0.132833,-0.03334077500000004,-0.021383494999999995,0.00525,0.99475
dispositions,Food Taste Disp,strict,Strict (Equal Slopes),ri,Random Intercepts,hier_dispositions_strict_ri.rds,b_taste_familiar_c,taste_familiar_c,Dispositions: Familiar Comfort,Taste Dispositions,scalar,global,-0.008350505000000001,-0.008169308239125,0.030131444980763672,-0.0655137125,-0.05635029,0.04271671,0.052171165,0.38425,0.61575
dispositions,Food Taste Disp,strict,Strict (Equal Slopes),ri,Random Intercepts,hier_dispositions_strict_ri.rds,b_taste_light_c,taste_light_c,Dispositions: Light / Fresh,Taste Dispositions,scalar,global,-0.044148,-0.043774159993025,0.029891192780490752,-0.100017925,-0.0923685,0.005167995499999998,0.01573809250000001,0.0705,0.9295
dispositions,Food Taste Disp,strict,Strict (Equal Slopes),ri,Random Intercepts,hier_dispositions_strict_ri.rds,b_taste_rich_c,taste_rich_c,Dispositions: Rich / Hearty,Taste Dispositions,scalar,global,-0.0457695,-0.046084451885675,0.029542296935367897,-0.1058107,-0.095746505,0.002326647999999996,0.010344810000000005,0.05775,0.94225
dispositions,Food Taste Disp,strict,Strict (Equal Slopes),ri,Random Intercepts,hier_dispositions_strict_ri.rds,b_income_c,income_c,Household Income,Demographics,scalar,global,0.028997500000000002,0.028288956957385,0.031209683575938195,-0.034139072500000006,-0.023673685,0.077932885,0.08858912000000002,0.82025,0.17975
dispositions,Food Taste Disp,strict,Strict (Equal Slopes),ri,Random Intercepts,hier_dispositions_strict_ri.rds,b_age_c,age_c,Age,Demographics,scalar,global,-0.06457985,-0.0640027338526,0.029523226251708803,-0.12268505,-0.11252635,-0.014249295000000009,-0.005393437749999974,0.017,0.983
dispositions,Food Taste Disp,strict,Strict (Equal Slopes),ri,Random Intercepts,hier_dispositions_strict_ri.rds,b_gend.fWoman,gend.fWoman,Gender: Woman,Demographics,scalar,global,-0.15481699999999998,-0.156321367585,0.05669923542999374,-0.268013825,-0.2524674,-0.06590877500000003,-0.04701308499999995,0.0035,0.9965
dispositions,Food Taste Disp,strict,Strict (Equal Slopes),ri,Random Intercepts,hier_dispositions_strict_ri.rds,b_gend.fNonbinaryDOther,gend.fNonbinaryDOther,Gender: Nonbinary / Other,Demographics,scalar,global,-0.2906655,-0.28937451138455,0.26729742775509524,-0.805159575,-0.72248695,0.1571175499999997,0.22717247500000004,0.138,0.862
dispositions,Food Taste Disp,strict,Strict (Equal Slopes),ri,Random Intercepts,hier_dispositions_strict_ri.rds,b_race.fAsian,race.fAsian,Ethnoracial: Asian,Ethnoracial Identification,scalar,global,-0.07965625000000001,-0.07764593721295,0.12218839903192517,-0.315592925,-0.2826274,0.12154485,0.15558737500000003,0.2725,0.7275
dispositions,Food Taste Disp,strict,Strict (Equal Slopes),ri,Random Intercepts,hier_dispositions_strict_ri.rds,b_race.fBlack,race.fBlack,Ethnoracial: Black,Ethnoracial Identification,scalar,global,0.027909549999999998,0.0281010957595,0.08507502497105388,-0.138362025,-0.11174145,0.17183939999999998,0.196231875,0.63025,0.36975
dispositions,Food Taste Disp,strict,Strict (Equal Slopes),ri,Random Intercepts,hier_dispositions_strict_ri.rds,b_race.fHispanic,race.fHispanic,Ethnoracial: Hispanic / Latino,Ethnoracial Identification,scalar,global,-0.00136696,-0.0015547048540000001,0.11571378375579736,-0.23082789999999997,-0.1928762,0.1849848499999999,0.224129525,0.496,0.504
dispositions,Food Taste Disp,strict,Strict (Equal Slopes),ri,Random Intercepts,hier_dispositions_strict_ri.rds,b_race.fMixedOther,race.fMixedOther,Ethnoracial: Mixed Other,Ethnoracial Identification,scalar,global,-0.16359200000000002,-0.165176970534225,0.1741257903524281,-0.517559375,-0.45216955,0.12101704999999996,0.1745584250000001,0.16575,0.83425
dispositions,Food Taste Disp,strict,Strict (Equal Slopes),ri,Random Intercepts,hier_dispositions_strict_ri.rds,b_race.fMixedWhite,race.fMixedWhite,Ethnoracial: Mixed White,Ethnoracial Identification,scalar,global,-0.26356650000000004,-0.2640339247615,0.10014336869790483,-0.459416575,-0.4286289,-0.10015422500000011,-0.06819108499999997,0.0045,0.9955
dispositions,Food Taste Disp,relaxed,Relaxed CS,ri,Random Intercepts,hier_dispositions_relaxed_ri.rds,b_income_c,income_c,Household Income,Demographics,scalar,global,0.0329182,0.03235522729605,0.030719809267915094,-0.02770426,-0.018372544999999997,0.08353966,0.0933029075,0.85075,0.14925
dispositions,Food Taste Disp,relaxed,Relaxed CS,ri,Random Intercepts,hier_dispositions_relaxed_ri.rds,b_age_c,age_c,Age,Demographics,scalar,global,-0.06477525,-0.06479308480425,0.031089968513652685,-0.12426812500000001,-0.1158562,-0.014572515000000017,-0.0017518597499999997,0.0225,0.9775
dispositions,Food Taste Disp,relaxed,Relaxed CS,ri,Random Intercepts,hier_dispositions_relaxed_ri.rds,b_gend.fWoman,gend.fWoman,Gender: Woman,Demographics,scalar,global,-0.1768015,-0.1767485790205,0.054198540329690875,-0.2802593,-0.26468355000000005,-0.08684714500000003,-0.07192447249999995,0.00125,0.99875
dispositions,Food Taste Disp,relaxed,Relaxed CS,ri,Random Intercepts,hier_dispositions_relaxed_ri.rds,b_gend.fNonbinaryDOther,gend.fNonbinaryDOther,Gender: Nonbinary / Other,Demographics,scalar,global,-0.34427399999999997,-0.349993791944,0.2658838532117047,-0.8687931000000001,-0.7897276499999999,0.06820845999999998,0.16365037500000015,0.0845,0.9155
dispositions,Food Taste Disp,relaxed,Relaxed CS,ri,Random Intercepts,hier_dispositions_relaxed_ri.rds,b_race.fAsian,race.fAsian,Ethnoracial: Asian,Ethnoracial Identification,scalar,global,-0.09427450000000001,-0.091726298086825,0.12946545196489062,-0.341908525,-0.29914749999999996,0.1204928499999999,0.15811017500000002,0.23625,0.76375
dispositions,Food Taste Disp,relaxed,Relaxed CS,ri,Random Intercepts,hier_dispositions_relaxed_ri.rds,b_race.fBlack,race.fBlack,Ethnoracial: Black,Ethnoracial Identification,scalar,global,0.062234399999999995,0.061037249320575,0.08338167530761073,-0.10608732500000001,-0.079832905,0.19881014999999994,0.22566170000000008,0.7705,0.2295
dispositions,Food Taste Disp,relaxed,Relaxed CS,ri,Random Intercepts,hier_dispositions_relaxed_ri.rds,b_race.fHispanic,race.fHispanic,Ethnoracial: Hispanic / Latino,Ethnoracial Identification,scalar,global,0.013396700000000001,0.01473151114,0.12695135271082694,-0.22950737499999999,-0.1940035,0.22935594999999998,0.27011852500000005,0.54475,0.45525
dispositions,Food Taste Disp,relaxed,Relaxed CS,ri,Random Intercepts,hier_dispositions_relaxed_ri.rds,b_race.fMixedOther,race.fMixedOther,Ethnoracial: Mixed Other,Ethnoracial Identification,scalar,global,-0.2044845,-0.204191456147375,0.17333031786650407,-0.5444354499999999,-0.49252889999999994,0.08317846999999978,0.1313472000000001,0.11625,0.88375
dispositions,Food Taste Disp,relaxed,Relaxed CS,ri,Random Intercepts,hier_dispositions_relaxed_ri.rds,b_race.fMixedWhite,race.fMixedWhite,Ethnoracial: Mixed White,Ethnoracial Identification,scalar,global,-0.2792165,-0.27668560673,0.09715623411489309,-0.4633148,-0.4346856,-0.11562235000000015,-0.08600969749999997,0.00225,0.99775
dispositions,Food Taste Disp,relaxed,Relaxed CS,ri,Random Intercepts,hier_dispositions_relaxed_ri.rds,bcs_educ_c_avg,educ_c,Educational Attainment,Cultural Capital,cs_average,mean_1_6,0.12044801666666666,0.1203318679070375,0.0339553943225303,0.055100087374999995,0.06593739833333334,0.1771682375,0.1868238229166667,1,0
dispositions,Food Taste Disp,relaxed,Relaxed CS,ri,Random Intercepts,hier_dispositions_relaxed_ri.rds,bcs_peduc_c_avg,peduc_c,Parental Education,Cultural Capital,cs_average,mean_1_6,-0.035335763333333325,-0.0355739642043525,0.032280053741250286,-0.10036701708333333,-0.09003272749999999,0.01697878628333332,0.026092204583333348,0.128,0.872
dispositions,Food Taste Disp,relaxed,Relaxed CS,ri,Random Intercepts,hier_dispositions_relaxed_ri.rds,bcs_arts_c_avg,arts_c,Childhood Arts Socialization,Cultural Capital,cs_average,mean_1_6,-0.022235208333333333,-0.022890770519013334,0.031193413848227797,-0.08542571541666667,-0.07542331186666666,0.028070361583333318,0.0366378190416667,0.234,0.766
dispositions,Food Taste Disp,relaxed,Relaxed CS,ri,Random Intercepts,hier_dispositions_relaxed_ri.rds,bcs_social_c_avg,social_c,Social Conservatism,Ideology,cs_average,mean_1_6,0.1632831416666667,0.16260839914129083,0.048941140018472794,0.06607355466666666,0.08045921416666667,0.240693325,0.25406416725000003,1,0
dispositions,Food Taste Disp,relaxed,Relaxed CS,ri,Random Intercepts,hier_dispositions_relaxed_ri.rds,bcs_economic_c_avg,economic_c,Economic Conservatism,Ideology,cs_average,mean_1_6,-0.03850694525,-0.0386085331535625,0.049213190615611024,-0.13664989991666668,-0.12094588166666667,0.04093769416666666,0.059919631041666706,0.2125,0.7875
dispositions,Food Taste Disp,relaxed,Relaxed CS,ri,Random Intercepts,hier_dispositions_relaxed_ri.rds,bcs_taste_authentic_c_avg,taste_authentic_c,Dispositions: Exotic / Authentic,Taste Dispositions,cs_average,mean_1_6,-0.08878567500000001,-0.08894385143930292,0.030447546979057286,-0.14837142958333333,-0.14037379416666665,-0.03838897400000001,-0.028545089999999967,0.001,0.999
