domain,domain_label,threshold,threshold_label,re,re_label,model_file,term_raw,term,label,domain_group,param_type,transition,median,mean,sd,q025,q05,q95,q975,p_gt_0,p_lt_0
dispositions,Food Taste Disp,relaxed,Relaxed CS,ri,Random Intercepts,hier_dispositions_relaxed_ri.rds,bcs_taste_familiar_c_avg,taste_familiar_c,Dispositions: Familiar Comfort,Taste Dispositions,cs_average,mean_1_6,0.04236995,0.042190314866883336,0.03012740180230379,-0.015410359725000001,-0.0067792615833333365,0.0917275675,0.10099457541666668,0.9255,0.0745
dispositions,Food Taste Disp,relaxed,Relaxed CS,ri,Random Intercepts,hier_dispositions_relaxed_ri.rds,bcs_taste_light_c_avg,taste_light_c,Dispositions: Light / Fresh,Taste Dispositions,cs_average,mean_1_6,-0.01962533333333333,-0.019765079067958335,0.03071442018490544,-0.07887905541666666,-0.06927596166666668,0.03018443949166666,0.038940537158333344,0.2585,0.7415
dispositions,Food Taste Disp,relaxed,Relaxed CS,ri,Random Intercepts,hier_dispositions_relaxed_ri.rds,bcs_taste_rich_c_avg,taste_rich_c,Dispositions: Rich / Hearty,Taste Dispositions,cs_average,mean_1_6,-0.023999788333333334,-0.023758440594675,0.031454248844792664,-0.08527848,-0.07431043833333333,0.028237950833333306,0.03766506291666667,0.2225,0.7775
dispositions,Food Taste Disp,strict,Strict (Equal Slopes),rs,Crossed Random Slopes,hier_dispositions_strict_rs.rds,b_taste_authentic_c,taste_authentic_c,Dispositions: Exotic / Authentic,Taste Dispositions,scalar,global,-0.08451465,-0.0844792059565,0.033635953135167464,-0.14813785,-0.13908615,-0.028532690000000072,-0.017638854999999995,0.00575,0.99425
dispositions,Food Taste Disp,strict,Strict (Equal Slopes),rs,Crossed Random Slopes,hier_dispositions_strict_rs.rds,b_taste_familiar_c,taste_familiar_c,Dispositions: Familiar Comfort,Taste Dispositions,scalar,global,-0.00500436,-0.004772066715325,0.03079952094107886,-0.0630680325,-0.05457033,0.04566966,0.0566894125,0.439,0.561
dispositions,Food Taste Disp,strict,Strict (Equal Slopes),rs,Crossed Random Slopes,hier_dispositions_strict_rs.rds,b_taste_light_c,taste_light_c,Dispositions: Light / Fresh,Taste Dispositions,scalar,global,-0.04506255,-0.045717564227025,0.029565394111935695,-0.104591675,-0.09496899499999999,0.0014132249999999763,0.010695945000000009,0.05525,0.94475
dispositions,Food Taste Disp,strict,Strict (Equal Slopes),rs,Crossed Random Slopes,hier_dispositions_strict_rs.rds,b_taste_rich_c,taste_rich_c,Dispositions: Rich / Hearty,Taste Dispositions,scalar,global,-0.0450997,-0.0455025024982,0.030298493722663834,-0.10705844999999999,-0.09776486,0.0022358074999999714,0.010064262500000008,0.06575,0.93425
dispositions,Food Taste Disp,strict,Strict (Equal Slopes),rs,Crossed Random Slopes,hier_dispositions_strict_rs.rds,b_educ_c,educ_c,Educational Attainment,Cultural Capital,scalar,global,0.115396,0.11512134069025,0.03273831640236878,0.04977123,0.06059214,0.16988919999999996,0.17869215,1,0
dispositions,Food Taste Disp,strict,Strict (Equal Slopes),rs,Crossed Random Slopes,hier_dispositions_strict_rs.rds,b_peduc_c,peduc_c,Parental Education,Cultural Capital,scalar,global,-0.0224077,-0.02108090110852,0.03271773888191577,-0.08594221750000001,-0.074585945,0.034041499999999995,0.04573830750000001,0.25275,0.74725
dispositions,Food Taste Disp,strict,Strict (Equal Slopes),rs,Crossed Random Slopes,hier_dispositions_strict_rs.rds,b_arts_c,arts_c,Childhood Arts Socialization,Cultural Capital,scalar,global,-0.0252733,-0.02552519293355,0.030849857760578137,-0.0862727275,-0.07712209499999999,0.025574475,0.03516559250000002,0.2005,0.7995
dispositions,Food Taste Disp,strict,Strict (Equal Slopes),rs,Crossed Random Slopes,hier_dispositions_strict_rs.rds,b_social_c,social_c,Social Conservatism,Ideology,scalar,global,0.13449899999999998,0.1343148297425,0.0473232678953878,0.043280855,0.057941115,0.2117235,0.22534325,0.99875,0.00125
dispositions,Food Taste Disp,strict,Strict (Equal Slopes),rs,Crossed Random Slopes,hier_dispositions_strict_rs.rds,b_economic_c,economic_c,Economic Conservatism,Ideology,scalar,global,-0.01305725,-0.01499378010883,0.0473948262846478,-0.10964882499999999,-0.09252238999999998,0.0629235,0.07979319750000002,0.3855,0.6145
dispositions,Food Taste Disp,strict,Strict (Equal Slopes),rs,Crossed Random Slopes,hier_dispositions_strict_rs.rds,b_income_c,income_c,Household Income,Demographics,scalar,global,0.0301841,0.030400175935725,0.03005010354863804,-0.0278422175,-0.018216105000000003,0.08033237,0.08956921250000001,0.85675,0.14325
dispositions,Food Taste Disp,strict,Strict (Equal Slopes),rs,Crossed Random Slopes,hier_dispositions_strict_rs.rds,b_age_c,age_c,Age,Demographics,scalar,global,-0.06369795,-0.0628548559105,0.030213895176597044,-0.12131552500000001,-0.1122715,-0.014265095000000004,-0.004284987499999985,0.0195,0.9805
dispositions,Food Taste Disp,strict,Strict (Equal Slopes),rs,Crossed Random Slopes,hier_dispositions_strict_rs.rds,b_gend.fWoman,gend.fWoman,Gender: Woman,Demographics,scalar,global,-0.1624055,-0.1623868576055,0.05921079608701272,-0.2778994,-0.25891435,-0.06365749,-0.043197587499999995,0.0035,0.9965
dispositions,Food Taste Disp,strict,Strict (Equal Slopes),rs,Crossed Random Slopes,hier_dispositions_strict_rs.rds,b_gend.fNonbinaryDOther,gend.fNonbinaryDOther,Gender: Nonbinary / Other,Demographics,scalar,global,-0.284964,-0.28502566891975,0.25937268464839996,-0.7949287249999999,-0.7080685,0.1399889,0.24365602500000005,0.136,0.864
dispositions,Food Taste Disp,strict,Strict (Equal Slopes),rs,Crossed Random Slopes,hier_dispositions_strict_rs.rds,b_race.fAsian,race.fAsian,Ethnoracial: Asian,Ethnoracial Identification,scalar,global,-0.08454400000000001,-0.0863017747814,0.12354542619032667,-0.329529575,-0.28844305,0.12189839999999996,0.1618813750000001,0.2365,0.7635
dispositions,Food Taste Disp,strict,Strict (Equal Slopes),rs,Crossed Random Slopes,hier_dispositions_strict_rs.rds,b_race.fBlack,race.fBlack,Ethnoracial: Black,Ethnoracial Identification,scalar,global,0.032343250000000004,0.03313129243895,0.08864254843871497,-0.1470227,-0.11116685000000001,0.17550104999999996,0.20287005000000002,0.642,0.358
dispositions,Food Taste Disp,strict,Strict (Equal Slopes),rs,Crossed Random Slopes,hier_dispositions_strict_rs.rds,b_race.fHispanic,race.fHispanic,Ethnoracial: Hispanic / Latino,Ethnoracial Identification,scalar,global,0.007074479999999999,0.00633799383205,0.12057862406453011,-0.232082625,-0.19009569999999998,0.1992380499999998,0.23745042500000005,0.5235,0.4765
dispositions,Food Taste Disp,strict,Strict (Equal Slopes),rs,Crossed Random Slopes,hier_dispositions_strict_rs.rds,b_race.fMixedOther,race.fMixedOther,Ethnoracial: Mixed Other,Ethnoracial Identification,scalar,global,-0.1718335,-0.17407309747125,0.1714077047342013,-0.5148733499999999,-0.4586611,0.10802494999999972,0.15962445000000028,0.154,0.846
dispositions,Food Taste Disp,strict,Strict (Equal Slopes),rs,Crossed Random Slopes,hier_dispositions_strict_rs.rds,b_race.fMixedWhite,race.fMixedWhite,Ethnoracial: Mixed White,Ethnoracial Identification,scalar,global,-0.284146,-0.2813168721532,0.10086671606603083,-0.476155775,-0.44586044999999996,-0.1119222500000001,-0.08312151999999999,0.0025,0.9975
dispositions,Food Taste Disp,relaxed,Relaxed CS,rs,Crossed Random Slopes,hier_dispositions_relaxed_rs.rds,b_income_c,income_c,Household Income,Demographics,scalar,global,0.02969235,0.02934959209485,0.03172663160341451,-0.034994832499999996,-0.023926939999999997,0.08037442999999997,0.09043152000000002,0.82675,0.17325
dispositions,Food Taste Disp,relaxed,Relaxed CS,rs,Crossed Random Slopes,hier_dispositions_relaxed_rs.rds,b_age_c,age_c,Age,Demographics,scalar,global,-0.06772105,-0.0678506818248,0.031247028641215164,-0.12838047499999997,-0.1188509,-0.01776566000000001,-0.007059393999999985,0.01625,0.98375
dispositions,Food Taste Disp,relaxed,Relaxed CS,rs,Crossed Random Slopes,hier_dispositions_relaxed_rs.rds,b_gend.fWoman,gend.fWoman,Gender: Woman,Demographics,scalar,global,-0.18444,-0.184515501145,0.05957131031428412,-0.2999545,-0.28228034999999996,-0.08982620000000006,-0.06909812249999997,0.00175,0.99825
dispositions,Food Taste Disp,relaxed,Relaxed CS,rs,Crossed Random Slopes,hier_dispositions_relaxed_rs.rds,b_gend.fNonbinaryDOther,gend.fNonbinaryDOther,Gender: Nonbinary / Other,Demographics,scalar,global,-0.3917675,-0.3926704136262,0.2709688823557164,-0.91903055,-0.8346917,0.047881464999999915,0.13485695000000003,0.0755,0.9245
dispositions,Food Taste Disp,relaxed,Relaxed CS,rs,Crossed Random Slopes,hier_dispositions_relaxed_rs.rds,b_race.fAsian,race.fAsian,Ethnoracial: Asian,Ethnoracial Identification,scalar,global,-0.08279375,-0.082346551047475,0.12570507714030482,-0.329077075,-0.2902751,0.12517319999999998,0.16148197500000003,0.25625,0.74375
dispositions,Food Taste Disp,relaxed,Relaxed CS,rs,Crossed Random Slopes,hier_dispositions_relaxed_rs.rds,b_race.fBlack,race.fBlack,Ethnoracial: Black,Ethnoracial Identification,scalar,global,0.0663432,0.069185921456775,0.08974441627727206,-0.10236687499999998,-0.07428155,0.22126744999999998,0.24807530000000003,0.7715,0.2285
dispositions,Food Taste Disp,relaxed,Relaxed CS,rs,Crossed Random Slopes,hier_dispositions_relaxed_rs.rds,b_race.fHispanic,race.fHispanic,Ethnoracial: Hispanic / Latino,Ethnoracial Identification,scalar,global,0.027987249999999998,0.02762795538831,0.1251222324622764,-0.22110685,-0.17677774999999998,0.23399449999999994,0.2667377000000002,0.59075,0.40925
dispositions,Food Taste Disp,relaxed,Relaxed CS,rs,Crossed Random Slopes,hier_dispositions_relaxed_rs.rds,b_race.fMixedOther,race.fMixedOther,Ethnoracial: Mixed Other,Ethnoracial Identification,scalar,global,-0.2108645,-0.21062444915625,0.17469296956075492,-0.5468654749999999,-0.49903075,0.07423476999999994,0.13217132500000023,0.1175,0.8825
dispositions,Food Taste Disp,relaxed,Relaxed CS,rs,Crossed Random Slopes,hier_dispositions_relaxed_rs.rds,b_race.fMixedWhite,race.fMixedWhite,Ethnoracial: Mixed White,Ethnoracial Identification,scalar,global,-0.29062750000000004,-0.2884494175925,0.10713986404810268,-0.498607075,-0.46110475000000006,-0.10862190000000002,-0.07405212499999997,0.0045,0.9955
dispositions,Food Taste Disp,relaxed,Relaxed CS,rs,Crossed Random Slopes,hier_dispositions_relaxed_rs.rds,bcs_educ_c_avg,educ_c,Educational Attainment,Cultural Capital,cs_average,mean_1_6,0.12320181666666667,0.12304890233553334,0.035871792164767734,0.052082268212500005,0.063254658,0.1816139766666665,0.19413742916666668,0.999,0.001
dispositions,Food Taste Disp,relaxed,Relaxed CS,rs,Crossed Random Slopes,hier_dispositions_relaxed_rs.rds,bcs_peduc_c_avg,peduc_c,Parental Education,Cultural Capital,cs_average,mean_1_6,-0.03615181666666667,-0.0363271969085,0.03509417688217484,-0.10650008250000001,-0.09559247083333333,0.020983008833333282,0.033231768500000085,0.14275,0.85725
dispositions,Food Taste Disp,relaxed,Relaxed CS,rs,Crossed Random Slopes,hier_dispositions_relaxed_rs.rds,bcs_arts_c_avg,arts_c,Childhood Arts Socialization,Cultural Capital,cs_average,mean_1_6,-0.023617181666666667,-0.022649719849882333,0.03482882961534007,-0.08710950666666668,-0.07659710033333333,0.0378033981083333,0.0490581645416667,0.24475,0.75525
dispositions,Food Taste Disp,relaxed,Relaxed CS,rs,Crossed Random Slopes,hier_dispositions_relaxed_rs.rds,bcs_social_c_avg,social_c,Social Conservatism,Ideology,cs_average,mean_1_6,0.1652998,0.16428498156002874,0.054157173459383645,0.06111768408333334,0.07653494416666667,0.25285735916666663,0.2675297708333334,0.99875,0.00125
dispositions,Food Taste Disp,relaxed,Relaxed CS,rs,Crossed Random Slopes,hier_dispositions_relaxed_rs.rds,bcs_economic_c_avg,economic_c,Economic Conservatism,Ideology,cs_average,mean_1_6,-0.030852801666666665,-0.03136030522465417,0.0526773845627407,-0.13451389333333333,-0.11887732041666667,0.05572458666666666,0.07521118041666669,0.27,0.73
dispositions,Food Taste Disp,relaxed,Relaxed CS,rs,Crossed Random Slopes,hier_dispositions_relaxed_rs.rds,bcs_taste_authentic_c_avg,taste_authentic_c,Dispositions: Exotic / Authentic,Taste Dispositions,cs_average,mean_1_6,-0.089573585,-0.09065505101358541,0.032684698886703,-0.15510781833333334,-0.14539601825,-0.038499042500000004,-0.028744707749999994,0.003,0.997
dispositions,Food Taste Disp,relaxed,Relaxed CS,rs,Crossed Random Slopes,hier_dispositions_relaxed_rs.rds,bcs_taste_familiar_c_avg,taste_familiar_c,Dispositions: Familiar Comfort,Taste Dispositions,cs_average,mean_1_6,0.044595475,0.044527611928795834,0.030677082853098954,-0.01583339125,-0.005987054166666669,0.09456686389999999,0.10480974625,0.925,0.075
dispositions,Food Taste Disp,relaxed,Relaxed CS,rs,Crossed Random Slopes,hier_dispositions_relaxed_rs.rds,bcs_taste_light_c_avg,taste_light_c,Dispositions: Light / Fresh,Taste Dispositions,cs_average,mean_1_6,-0.021024808333333332,-0.021102405105370835,0.0315132324497232,-0.08327461541666667,-0.07339051499999999,0.031338519499999926,0.04019554791666668,0.25275,0.74725
dispositions,Food Taste Disp,relaxed,Relaxed CS,rs,Crossed Random Slopes,hier_dispositions_relaxed_rs.rds,bcs_taste_rich_c_avg,taste_rich_c,Dispositions: Rich / Hearty,Taste Dispositions,cs_average,mean_1_6,-0.027676283333333336,-0.026807411873882084,0.033427853526705686,-0.08941723041666667,-0.08047111166666666,0.029384147249999982,0.04214304583333334,0.1945,0.8055
cosmopolitan,Cosmo & Networks,strict,Strict (Equal Slopes),ri,Random Intercepts,hier_cosmopolitan_strict_ri.rds,b_educ_c,educ_c,Educational Attainment,Cultural Capital,scalar,global,0.1073485,0.1078793846525,0.033742160182431494,0.0420345075,0.05290908,0.16429974999999997,0.173343,1,0
cosmopolitan,Cosmo & Networks,strict,Strict (Equal Slopes),ri,Random Intercepts,hier_cosmopolitan_strict_ri.rds,b_peduc_c,peduc_c,Parental Education,Cultural Capital,scalar,global,-0.02668175,-0.02740061816735,0.03348491593217164,-0.09446434749999999,-0.08386075000000001,0.026750239999999988,0.03684128750000001,0.2045,0.7955
cosmopolitan,Cosmo & Networks,strict,Strict (Equal Slopes),ri,Random Intercepts,hier_cosmopolitan_strict_ri.rds,b_arts_c,arts_c,Childhood Arts Socialization,Cultural Capital,scalar,global,-0.0540927,-0.0553799218778175,0.03199410166808823,-0.12032960000000001,-0.1092217,-0.0027907980000000006,0.005505799000000014,0.042,0.958
cosmopolitan,Cosmo & Networks,strict,Strict (Equal Slopes),ri,Random Intercepts,hier_cosmopolitan_strict_ri.rds,b_social_c,social_c,Social Conservatism,Ideology,scalar,global,0.1397175,0.139498516375,0.04681555968907084,0.04765733750000001,0.06393146999999999,0.21731429999999993,0.23282862499999998,0.99875,0.00125
cosmopolitan,Cosmo & Networks,strict,Strict (Equal Slopes),ri,Random Intercepts,hier_cosmopolitan_strict_ri.rds,b_economic_c,economic_c,Economic Conservatism,Ideology,scalar,global,-0.00556956,-0.0044512369771725,0.04641261227480967,-0.09810258,-0.07970287499999999,0.07272420499999999,0.08497796,0.4535,0.5465
cosmopolitan,Cosmo & Networks,strict,Strict (Equal Slopes),ri,Random Intercepts,hier_cosmopolitan_strict_ri.rds,b_cosmo_global_c,cosmo_global_c,Global Citizen Identity,Cosmopolitan Capital,scalar,global,0.037220699999999995,0.036757963731175,0.0299998785026384,-0.0230432075,-0.012998439999999998,0.08697996499999999,0.09575154000000001,0.8905,0.1095
cosmopolitan,Cosmo & Networks,strict,Strict (Equal Slopes),ri,Random Intercepts,hier_cosmopolitan_strict_ri.rds,b_network_diversity_c,network_diversity_c,Friendship Network Diversity,Cosmopolitan Capital,scalar,global,0.05870835,0.059923809979275,0.030458999463217992,0.0032179477500000006,0.012673664999999999,0.11023314999999999,0.12075400000000001,0.9815,0.0185
cosmopolitan,Cosmo & Networks,strict,Strict (Equal Slopes),ri,Random Intercepts,hier_cosmopolitan_strict_ri.rds,b_income_c,income_c,Household Income,Demographics,scalar,global,0.023503,0.02292539543287,0.029514008961282187,-0.036178079999999994,-0.026920804999999996,0.07070446999999996,0.07988595500000002,0.785,0.215
cosmopolitan,Cosmo & Networks,strict,Strict (Equal Slopes),ri,Random Intercepts,hier_cosmopolitan_strict_ri.rds,b_age_c,age_c,Age,Demographics,scalar,global,-0.058392,-0.058494885728775,0.029166109256393534,-0.11675262500000001,-0.10498779999999999,-0.008955337500000023,0.0025876927500000113,0.02925,0.97075
cosmopolitan,Cosmo & Networks,strict,Strict (Equal Slopes),ri,Random Intercepts,hier_cosmopolitan_strict_ri.rds,b_gend.fWoman,gend.fWoman,Gender: Woman,Demographics,scalar,global,-0.170614,-0.17048104656,0.05755991891114203,-0.288348325,-0.26786405,-0.07701463000000004,-0.058344389999999996,0.00125,0.99875
cosmopolitan,Cosmo & Networks,strict,Strict (Equal Slopes),ri,Random Intercepts,hier_cosmopolitan_strict_ri.rds,b_gend.fNonbinaryDOther,gend.fNonbinaryDOther,Gender: Nonbinary / Other,Demographics,scalar,global,-0.2792795,-0.278517673686675,0.2572513308950184,-0.782176275,-0.6961547499999999,0.1351054499999999,0.19422715000000013,0.143,0.857
cosmopolitan,Cosmo & Networks,strict,Strict (Equal Slopes),ri,Random Intercepts,hier_cosmopolitan_strict_ri.rds,b_race.fAsian,race.fAsian,Ethnoracial: Asian,Ethnoracial Identification,scalar,global,-0.125353,-0.1281785874164,0.12582001843233726,-0.3809854,-0.3369355,0.07810996499999988,0.12082205000000004,0.147,0.853
cosmopolitan,Cosmo & Networks,strict,Strict (Equal Slopes),ri,Random Intercepts,hier_cosmopolitan_strict_ri.rds,b_race.fBlack,race.fBlack,Ethnoracial: Black,Ethnoracial Identification,scalar,global,0.0024841000000000004,0.0025529839111,0.08518021648605824,-0.169001475,-0.13523044999999997,0.1418485999999999,0.165838325,0.51075,0.48925
cosmopolitan,Cosmo & Networks,strict,Strict (Equal Slopes),ri,Random Intercepts,hier_cosmopolitan_strict_ri.rds,b_race.fHispanic,race.fHispanic,Ethnoracial: Hispanic / Latino,Ethnoracial Identification,scalar,global,-0.021483799999999997,-0.019506665057725,0.12440757154129954,-0.25525985,-0.22114119999999998,0.18305834999999995,0.23702962500000008,0.4405,0.5595
cosmopolitan,Cosmo & Networks,strict,Strict (Equal Slopes),ri,Random Intercepts,hier_cosmopolitan_strict_ri.rds,b_race.fMixedOther,race.fMixedOther,Ethnoracial: Mixed Other,Ethnoracial Identification,scalar,global,-0.2052195,-0.205901523648625,0.17374194544138122,-0.550172325,-0.49530830000000003,0.082206975,0.13316052500000009,0.114,0.886
cosmopolitan,Cosmo & Networks,strict,Strict (Equal Slopes),ri,Random Intercepts,hier_cosmopolitan_strict_ri.rds,b_race.fMixedWhite,race.fMixedWhite,Ethnoracial: Mixed White,Ethnoracial Identification,scalar,global,-0.258322,-0.260216458552025,0.10393350335402145,-0.46610704999999997,-0.43702165,-0.08914807,-0.055725872499999975,0.0075,0.9925
cosmopolitan,Cosmo & Networks,relaxed,Relaxed CS,ri,Random Intercepts,hier_cosmopolitan_relaxed_ri.rds,b_income_c,income_c,Household Income,Demographics,scalar,global,0.02466705,0.025423054282725,0.030355656209451243,-0.033360417499999996,-0.022881489999999997,0.07446603999999998,0.08622631250000001,0.80075,0.19925
cosmopolitan,Cosmo & Networks,relaxed,Relaxed CS,ri,Random Intercepts,hier_cosmopolitan_relaxed_ri.rds,b_age_c,age_c,Age,Demographics,scalar,global,-0.04555565,-0.045722942719675,0.03080444468748263,-0.1093809,-0.09680544499999999,0.0050642644999999925,0.013678315000000014,0.06725,0.93275
cosmopolitan,Cosmo & Networks,relaxed,Relaxed CS,ri,Random Intercepts,hier_cosmopolitan_relaxed_ri.rds,b_gend.fWoman,gend.fWoman,Gender: Woman,Demographics,scalar,global,-0.177143,-0.1790102997475,0.05670126234519666,-0.29539512500000004,-0.27520304999999995,-0.08809071500000001,-0.07270508499999997,5e-4,0.9995
cosmopolitan,Cosmo & Networks,relaxed,Relaxed CS,ri,Random Intercepts,hier_cosmopolitan_relaxed_ri.rds,b_gend.fNonbinaryDOther,gend.fNonbinaryDOther,Gender: Nonbinary / Other,Demographics,scalar,global,-0.293885,-0.299208978324,0.2665984843164385,-0.8227020249999999,-0.7345375,0.1338607499999998,0.22125455000000013,0.13125,0.86875
cosmopolitan,Cosmo & Networks,relaxed,Relaxed CS,ri,Random Intercepts,hier_cosmopolitan_relaxed_ri.rds,b_race.fAsian,race.fAsian,Ethnoracial: Asian,Ethnoracial Identification,scalar,global,-0.108111,-0.1079102718612,0.12810695145668513,-0.36402605,-0.31992479999999995,0.10440144999999999,0.14036410000000007,0.199,0.801
cosmopolitan,Cosmo & Networks,relaxed,Relaxed CS,ri,Random Intercepts,hier_cosmopolitan_relaxed_ri.rds,b_race.fBlack,race.fBlack,Ethnoracial: Black,Ethnoracial Identification,scalar,global,0.013409500000000001,0.015513025733975,0.08660644949107939,-0.14488625,-0.12358129999999999,0.16483065,0.19589645,0.55775,0.44225
cosmopolitan,Cosmo & Networks,relaxed,Relaxed CS,ri,Random Intercepts,hier_cosmopolitan_relaxed_ri.rds,b_race.fHispanic,race.fHispanic,Ethnoracial: Hispanic / Latino,Ethnoracial Identification,scalar,global,-6.541215e-4,-0.003540203751525,0.12442255063561362,-0.25132077499999994,-0.2158955,0.1969511,0.23604707500000022,0.4975,0.5025
cosmopolitan,Cosmo & Networks,relaxed,Relaxed CS,ri,Random Intercepts,hier_cosmopolitan_relaxed_ri.rds,b_race.fMixedOther,race.fMixedOther,Ethnoracial: Mixed Other,Ethnoracial Identification,scalar,global,-0.21524300000000002,-0.213827284676825,0.1764922545528277,-0.556322675,-0.49461095,0.070812895,0.13481127500000026,0.114,0.886
cosmopolitan,Cosmo & Networks,relaxed,Relaxed CS,ri,Random Intercepts,hier_cosmopolitan_relaxed_ri.rds,b_race.fMixedWhite,race.fMixedWhite,Ethnoracial: Mixed White,Ethnoracial Identification,scalar,global,-0.2777065,-0.2767789479745,0.10203612009187263,-0.477523975,-0.44755819999999996,-0.10930450000000008,-0.07656751249999995,0.004,0.996
cosmopolitan,Cosmo & Networks,relaxed,Relaxed CS,ri,Random Intercepts,hier_cosmopolitan_relaxed_ri.rds,bcs_educ_c_avg,educ_c,Educational Attainment,Cultural Capital,cs_average,mean_1_6,0.09804054166666666,0.09744128601911792,0.03378473368252158,0.030948424750000002,0.04134707083333334,0.15165392749999995,0.16218837375000003,0.99875,0.00125
cosmopolitan,Cosmo & Networks,relaxed,Relaxed CS,ri,Random Intercepts,hier_cosmopolitan_relaxed_ri.rds,bcs_peduc_c_avg,peduc_c,Parental Education,Cultural Capital,cs_average,mean_1_6,-0.027878874166666665,-0.027952639318495832,0.03531490326194648,-0.09848008999999999,-0.08719806533333332,0.030191898666666644,0.04254980287500002,0.2095,0.7905
cosmopolitan,Cosmo & Networks,relaxed,Relaxed CS,ri,Random Intercepts,hier_cosmopolitan_relaxed_ri.rds,bcs_arts_c_avg,arts_c,Childhood Arts Socialization,Cultural Capital,cs_average,mean_1_6,-0.05619495333333333,-0.056270498328244586,0.0343113603812325,-0.12438456916666668,-0.11378455916666665,6.680889999999763e-4,0.010914031125000024,0.05175,0.94825
cosmopolitan,Cosmo & Networks,relaxed,Relaxed CS,ri,Random Intercepts,hier_cosmopolitan_relaxed_ri.rds,bcs_social_c_avg,social_c,Social Conservatism,Ideology,cs_average,mean_1_6,0.16799753916666665,0.1684656049627896,0.0512580960949697,0.07199472429166667,0.08598481103333334,0.25275763883333335,0.2690232516666667,0.999,0.001
cosmopolitan,Cosmo & Networks,relaxed,Relaxed CS,ri,Random Intercepts,hier_cosmopolitan_relaxed_ri.rds,bcs_economic_c_avg,economic_c,Economic Conservatism,Ideology,cs_average,mean_1_6,-0.025482264166666668,-0.0268375022158825,0.050241903382563076,-0.12514822791666666,-0.11133531208333333,0.056806819416666536,0.07131891416666669,0.29675,0.70325
cosmopolitan,Cosmo & Networks,relaxed,Relaxed CS,ri,Random Intercepts,hier_cosmopolitan_relaxed_ri.rds,bcs_cosmo_global_c_avg,cosmo_global_c,Global Citizen Identity,Cosmopolitan Capital,cs_average,mean_1_6,0.032001318333333334,0.0312957803456,0.03041456884365346,-0.0309960325,-0.020727429166666665,0.08051518224999998,0.08826129512916667,0.84575,0.15425
cosmopolitan,Cosmo & Networks,relaxed,Relaxed CS,ri,Random Intercepts,hier_cosmopolitan_relaxed_ri.rds,bcs_network_diversity_c_avg,network_diversity_c,Friendship Network Diversity,Cosmopolitan Capital,cs_average,mean_1_6,0.061230775,0.06026508054342792,0.03214268736123089,-0.0030507095416666625,0.005433344750000003,0.11070603666666666,0.120025525,0.9665,0.0335
cosmopolitan,Cosmo & Networks,strict,Strict (Equal Slopes),rs,Crossed Random Slopes,hier_cosmopolitan_strict_rs.rds,b_cosmo_global_c,cosmo_global_c,Global Citizen Identity,Cosmopolitan Capital,scalar,global,0.03759015,0.037317255224895,0.03192140808601718,-0.0273110225,-0.014564199999999998,0.09032263499999996,0.10086015000000001,0.88825,0.11175
cosmopolitan,Cosmo & Networks,strict,Strict (Equal Slopes),rs,Crossed Random Slopes,hier_cosmopolitan_strict_rs.rds,b_network_diversity_c,network_diversity_c,Friendship Network Diversity,Cosmopolitan Capital,scalar,global,0.0612802,0.06169712078275,0.03063026808926807,0.00243537925,0.011034850000000002,0.11147914999999994,0.120765875,0.9785,0.0215
cosmopolitan,Cosmo & Networks,strict,Strict (Equal Slopes),rs,Crossed Random Slopes,hier_cosmopolitan_strict_rs.rds,b_educ_c,educ_c,Educational Attainment,Cultural Capital,scalar,global,0.102774,0.102127934358,0.033952522160584815,0.03623405250000001,0.047092635,0.15737654999999998,0.16759947500000003,0.997,0.003
cosmopolitan,Cosmo & Networks,strict,Strict (Equal Slopes),rs,Crossed Random Slopes,hier_cosmopolitan_strict_rs.rds,b_peduc_c,peduc_c,Parental Education,Cultural Capital,scalar,global,-0.0229838,-0.0218626052248975,0.03275930285283317,-0.08212636999999999,-0.07457597499999999,0.03178867499999998,0.04403665250000004,0.252,0.748
cosmopolitan,Cosmo & Networks,strict,Strict (Equal Slopes),rs,Crossed Random Slopes,hier_cosmopolitan_strict_rs.rds,b_arts_c,arts_c,Childhood Arts Socialization,Cultural Capital,scalar,global,-0.0547038,-0.0546489638544,0.03140502885179889,-0.1169703,-0.1055854,-0.002511791500000026,0.006338549250000013,0.042,0.958
cosmopolitan,Cosmo & Networks,strict,Strict (Equal Slopes),rs,Crossed Random Slopes,hier_cosmopolitan_strict_rs.rds,b_social_c,social_c,Social Conservatism,Ideology,scalar,global,0.135256,0.13485554844225,0.04737834041156104,0.0392545425,0.056573609999999996,0.21169914999999997,0.226045675,0.99525,0.00475
cosmopolitan,Cosmo & Networks,strict,Strict (Equal Slopes),rs,Crossed Random Slopes,hier_cosmopolitan_strict_rs.rds,b_economic_c,economic_c,Economic Conservatism,Ideology,scalar,global,-0.0024511150000000002,-0.0013434054659150001,0.048496525047888046,-0.09358302,-0.07784351999999999,0.07893680999999989,0.09420451750000004,0.47875,0.52125
cosmopolitan,Cosmo & Networks,strict,Strict (Equal Slopes),rs,Crossed Random Slopes,hier_cosmopolitan_strict_rs.rds,b_income_c,income_c,Household Income,Demographics,scalar,global,0.0203382,0.019969603661225,0.030261174125539837,-0.03989906249999999,-0.029778629999999993,0.068601105,0.07668222000000001,0.7505,0.2495
